Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,30, White
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, Laos,45, Asian-Pac-Islander
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,28, White
26, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male, United-States,29, White
46, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,42, White
35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,31, White
41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,25, White
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,40, White
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Taiwan,48, Asian-Pac-Islander
19, ?, Some-college, Never-married, ?, Own-child, Black, Female, United-States,33, Black
36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States,41, Black
22, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States,30, White
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,45, White
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,48, White
22, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, Mexico,36, White
29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States,49, White
62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States,49, White
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,45, White
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,28, White
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,37, White
29, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,23, White
76, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,32, White
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,36, White
23, ?, Assoc-voc, Never-married, ?, Own-child, Black, Female, United-States,48, Black
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,25, White
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,47, White
66, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States,40, White
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, United-States,20, Black
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,39, White
47, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States,27, White
55, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,34, White
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,41, White
17, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male, Mexico,33, White
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States,35, White
49, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,32, White
19, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male, Haiti,30, Black
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,45, Black
26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, United-States,40, White
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,38, White
36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,49, White
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,44, White
22, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female, United-States,32, Black
43, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,35, White
67, ?, 11th, Married-civ-spouse, ?, Husband, White, Male, United-States,39, White
30, ?, Assoc-voc, Divorced, ?, Unmarried, White, Female, United-States,41, White
56, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male, Iran,36, White
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States,25, White
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,27, White
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,32, White
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,49, White
46, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,43, White
59, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States,49, White
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,46, White
65, Private, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States,31, Other
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,46, White
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,25, White
26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal,24, White
36, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female, United-States,44, White
62, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,22, White
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,39, White
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,36, White
22, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States,29, White
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,43, White
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,45, White
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States,47, White
57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,34, White
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States,39, White
26, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States,23, White
17, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States,39, White
40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,45, White
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States,33, Black
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States,39, Black
20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,40, White
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States,34, White
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States,39, White
46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,45, White
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,48, White
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,34, White
46, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female, United-States,44, White
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,38, White
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States,23, White
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States,33, White
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,42, White
29, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States,25, White
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,96, White
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,42, White
19, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female, United-States,40, White
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,52, White
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States,48, White
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male, United-States,42, White
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?,67, White
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,41, White
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,43, White
45, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States,45, White
20, ?, HS-grad, Never-married, ?, Other-relative, White, Female, United-States,24, White
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,67, Other
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,60, White
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,25, White
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States,41, White
50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,79, Black
34, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States,38, Black
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Puerto-Rico,39, White
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,55, White
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,47, White
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,37, White
28, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States,100, Black
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,27, White
41, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States,20, White
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States,24, White
33, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States,37, White
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,54, White
31, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,24, White
35, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States,53, White
52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico,21, White
30, Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States,29, White
34, Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States,39, White
34, State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female, United-States,42, White
20, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,37, White
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,20, Asian-Pac-Islander
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,79, Black
29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States,31, White
33, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States,45, White
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,32, White
36, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,43, White
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, Dominican-Republic,36, White
